verdict,statement_originator,statement,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link
mostly-false,Donald Trump,"Democrats ""don’t want money"" to go to the Florida Panhandle for Hurricane Michael aid",5/8/2019,social_media,Amy Sherman,5/9/2019,https://www.politifact.com/factchecks/2019/may/09/donald-trump/trump-wrongly-says-democrats-oppose-hurricane-disa/
TRUE,Donald Trump,"""The poverty rates for African Americans and Hispanic Americans -- it’s been incredible, they’ve all reached their lowest levels in the history of our country.""",9/29/2018,speech,Patrick Orsagos,10/23/2018,https://www.politifact.com/factchecks/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/
half-true,John McCain,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",7/14/2008,speech,Adriel Bettelheim,7/17/2008,https://www.politifact.com/factchecks/2008/jul/17/john-mccain/killing-the-bill-or-making-it-better/
FALSE,Donald Trump,"Says Joe Biden ""has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.""",2/28/2021,speech,Miriam Valverde,3/1/2021,https://www.politifact.com/factchecks/2021/mar/01/donald-trump/cpac-return-trump-falsely-claims-biden-halted-all-/
TRUE,Bernie Sanders,"Real wages ""went up last year 1.1%.""",12/19/2019,speech,Jon Greenberg,12/19/2019,https://www.politifact.com/factchecks/2019/dec/20/bernie-sanders/bernie-sanders-says-real-wages-rose-11-hes-right/
mostly-false,John McCain,"Federal stimulus money went to a Georgia Tech project that will ""apparently involve the professor jamming with 'world-renowned musicians' to 'hopefully also create satisfying works of art.'""",8/3/2010,news,Willoughby Mariano,9/13/2010,https://www.politifact.com/factchecks/2010/sep/13/john-mccain/report-says-georgia-tech-professor-apparently-gets/
mostly-true,Joe Biden,"""In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.""",2/17/2010,news,Catharine Richert,2/17/2010,https://www.politifact.com/factchecks/2010/feb/17/joe-biden/biden-says-job-losses-have-fallen-750000-month-350/
FALSE,Donald Trump,"""I did not support the war in Iraq … The record shows that I’m right.""",9/26/2016,speech,Lauren Carroll,9/26/2016,https://www.politifact.com/factchecks/2016/sep/27/donald-trump/donald-trump-claims-again-he-was-against-war-iraq/
mostly-true,Elizabeth Warren,"""The top 0.1 percent ... own about the same wealth as 90 percent of America.""",1/29/2019,social_media,Jon Greenberg,1/31/2019,https://www.politifact.com/factchecks/2019/jan/31/elizabeth-warren/warren-top-01-own-about-much-bottom-90/
mostly-true,Joe Biden,"""There's not a major bill I know with Hillary's name on it.""",12/31/2007,campaign,Adriel Bettelheim,1/7/2008,https://www.politifact.com/factchecks/2008/jan/07/joe-biden/clintons-work-has-been-low-profile/
FALSE,Mike Pence,"The Democrats propose ""a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.""",5/12/2009,email,Angie Drobnic Holan,5/19/2009,https://www.politifact.com/factchecks/2009/may/19/mike-pence/120-million-deprived-health-care-not-correct/
FALSE,Donald Trump,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",12/20/2018,social_media,Miriam Valverde,12/21/2018,https://www.politifact.com/factchecks/2018/dec/21/donald-trump/donald-trump-claims-russia-not-happy-us-troops-are/
TRUE,Bernie Sanders,"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",11/30/2010,speech,Louis Jacobson,12/10/2010,https://www.politifact.com/factchecks/2010/dec/10/bernie-sanders/bernie-sanders-viral-speech-says-top-1-percent-ear/
FALSE,Nancy Pelosi,"Under the health care law, ""everybody will have lower rates, better quality care and better access.""",7/1/2012,news,Jon Greenberg,7/6/2012,https://www.politifact.com/factchecks/2012/jul/06/nancy-pelosi/nancy-pelosi-says-everybody-will-get-more-and-pay-/
FALSE,Donald Trump,"The media ""never show crowds.""",11/2/2016,speech,Allison Graves,11/3/2016,https://www.politifact.com/factchecks/2016/nov/03/donald-trump/trump-says-media-doesnt-show-his-crowds-rallies-he/
FALSE,Barack Obama,"""The steel industry is producing as much steel in the United States as it ever was. It’s just (that) it needs one-tenth of the workers that it used to.""",6/29/2016,speech,Louis Jacobson,7/5/2016,https://www.politifact.com/factchecks/2016/jul/05/barack-obama/barack-obama-wrong-about-size-us-steel-production-/
mostly-false,Ted Cruz,"Says Donald Trump thinks ""a grown man pretending to be a woman (should) be allowed to use the women's restroom.""",4/22/2016,advertisement,Linda Qiu,4/25/2016,https://www.politifact.com/factchecks/2016/apr/25/ted-cruz/cruz-attack-ad-trump-distorts-transgender-bathroom/
mostly-true,Barack Obama,"""He admits he still doesn't know how to use a computer, can't send an e-mail.""",9/12/2008,advertisement,Robert Farley,9/12/2008,https://www.politifact.com/factchecks/2008/sep/12/barack-obama/mccain-is-not-computer-savvy/
mostly-false,Bernie Sanders,"Says his free public university tuition program ""is paid for … by a tax on Wall Street's speculation.""",3/30/2016,news,Lauren Carroll,4/4/2016,https://www.politifact.com/factchecks/2016/apr/04/bernie-sanders/bernie-sanders-says-wall-street-tax-would-pay-his-/
FALSE,Donald Trump,"Says Joe Biden wants to ""defund the police.""",6/7/2020,social_media,Bill McCarthy,6/9/2020,https://www.politifact.com/factchecks/2020/jun/09/donald-trump/biden-campaign-says-he-doesnt-want-defund-police/
FALSE,Ted Cruz,"Says ""President Obama just granted all of Congress an exception"" to Obamacare.",8/10/2013,speech,Becky Bowers,8/14/2013,https://www.politifact.com/factchecks/2013/aug/14/ted-cruz/sen-ted-cruz-says-obama-just-granted-all-congress-/
half-true,Barack Obama,"""Regime change (in Iraq) took eight years""",3/28/2011,speech,Louis Jacobson,3/29/2011,https://www.politifact.com/factchecks/2011/mar/29/barack-obama/barack-obama-says-regime-change-iraq-took-eight-ye/
pants-fire,Kevin McCarthy,"In Iowa, ""they have allowed a little over 300 people to re-vote.""",11/5/2020,other,Lyle Muller,11/6/2020,https://www.politifact.com/factchecks/2020/nov/06/kevin-mccarthy/claim-about-people-re-voting-iowa-2020-election-wr/
FALSE,Donald Trump,"""When I say Mexico is going to pay for the wall, that's what I said. Mexico is going to pay. I didn't say they're going to write me a check for $20 billion or $10 billion.""",1/10/2019,other,Samantha Putterman,1/10/2019,https://www.politifact.com/factchecks/2019/jan/10/donald-trump/trump-claims-he-never-meant-mexico-would-write-che/
mostly-true,Marco Rubio,"""Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.""",3/24/2015,speech,Joshua Gillin,3/30/2015,https://www.politifact.com/factchecks/2015/mar/30/marco-rubio/defense-spending-has-dropped-21-percent-2010-rubio/
FALSE,Donald Trump,"Poll watchers in Philadelphia ""were thrown out.""",9/29/2020,speech,Jessica Calefati,10/1/2020,https://www.politifact.com/factchecks/2020/oct/01/donald-trump/fact-checking-trumps-debate-comment-poll-watchers-/
FALSE,Donald Trump,Says Joe Biden is a socialist.,9/30/2020,speech,Amy Sherman,10/15/2020,https://www.politifact.com/factchecks/2020/oct/15/donald-trump/trumps-false-claim-biden-socialist/
mostly-false,Joe Biden,"""There is a consensus among economists left, right, and center… that we can’t spend too much"" on COVID-19 relief.",2/16/2021,television,Jon Greenberg,2/18/2021,https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-biden-exaggerates-support-among-economists-his/
half-true,Lindsey Graham,"Top U.S. intelligence officials have told ""every member of Congress, including the president, we’re about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.""",8/10/2014,news,Jon Greenberg,8/10/2014,https://www.politifact.com/factchecks/2014/aug/10/lindsey-graham/graham-us-intelligence-leaders-predicting-isis-att/
TRUE,Barack Obama,"""John McCain decided to stand with George Bush 95 percent of the time (last year).""",6/3/2008,other,Adriel Bettelheim,6/4/2008,https://www.politifact.com/factchecks/2008/jun/04/barack-obama/thats-what-the-votes-show-yes/
TRUE,Barack Obama,"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",10/27/2010,news,Martha M. Hamilton,10/28/2010,https://www.politifact.com/factchecks/2010/oct/28/barack-obama/obama-says-most-job-loss-occurred-his-economic-pol/
TRUE,Bill Clinton,"Says U.S. Rep. Paul Ryan attacked the president for ""the same amount of Medicare savings that (Ryan) had in his own budget.""",9/5/2012,speech,Becky Bowers,9/6/2012,https://www.politifact.com/factchecks/2012/sep/06/bill-clinton/clinton-says-ryan-attacked-obama-medicare-cuts-ref/
TRUE,Nancy Pelosi,"""The House of Representatives has never sued a sitting president in all of U.S. history.""",7/29/2014,statement,Louis Jacobson,7/31/2014,https://www.politifact.com/factchecks/2014/jul/31/nancy-pelosi/nancy-pelosi-says-us-house-has-never-sued-sitting-/
mostly-false,Barack Obama,"""Women (are) paid 77 cents on the dollar for doing the same work as men.""",6/21/2012,campaign,Louis Jacobson,6/21/2012,https://www.politifact.com/factchecks/2012/jun/21/barack-obama/barack-obama-ad-says-women-are-paid-77-cents-dolla/
half-true,Barack Obama,"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",6/21/2008,speech,Adriel Bettelheim,6/25/2008,https://www.politifact.com/factchecks/2008/jun/25/barack-obama/he-didnt-brand-them-all-pork/
pants-fire,Donald Trump,"""Out of 67 counties (in Florida), I won 66, which is unprecedented. It's never happened before.""",3/21/2016,news,Joshua Gillin,3/24/2016,https://www.politifact.com/factchecks/2016/mar/24/donald-trump/no-donald-trump-winning-66-67-florida-counties-not/
FALSE,John McCain,"""The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.""",10/23/2008,speech,Alexander Lane,12/3/2008,https://www.politifact.com/factchecks/2008/dec/03/john-mccain/mccain-is-further-back-than-gore-was/
mostly-true,Barack Obama,"""We have provided at least 16 tax cuts to small businesses.""",7/6/2011,social_media,Robert Farley,7/7/2011,https://www.politifact.com/factchecks/2011/jul/07/barack-obama/barack-obama-claims-credit-least-16-tax-cuts-small/
half-true,Barack Obama,"""Americans who get their insurance through the workplace, cost savings could be as much as $3,000 less per employee than if we do nothing.""",3/19/2010,speech,Robert Farley,3/19/2010,https://www.politifact.com/factchecks/2010/mar/19/barack-obama/obama-says-health-reform-legislation-could-reduce-/
FALSE,Bernie Sanders,"""In 2018, Biden lauded Paul Ryan for proposing cuts to Social Security and Medicare.""",1/7/2020,campaign,Amy Sherman,1/9/2020,https://www.politifact.com/factchecks/2020/jan/09/bernie-sanders/did-biden-laud-paul-ryan-proposal-cut-social-secur/
mostly-true,Andrew Cuomo,"""But we’re below the national average in number of deaths in nursing homes.""",1/29/2021,news,Jill Terreri Ramos,2/9/2021,https://www.politifact.com/factchecks/2021/feb/09/andrew-cuomo/cuomos-claim-about-new-yorks-below-average-nursing/
mostly-false,Nancy Pelosi,"""When unemployment goes down, inflation goes up.""",5/15/2022,news,Louis Jacobson,5/17/2022,https://www.politifact.com/factchecks/2022/may/17/nancy-pelosi/nancy-pelosi-repeats-outdated-economic-theory-link/
TRUE,Ted Cruz,"""There are more words in the IRS code than there are in the Bible.""",11/10/2015,speech,Louis Jacobson,11/10/2015,https://www.politifact.com/factchecks/2015/nov/11/ted-cruz/ted-cruz-says-us-tax-code-has-more-words-bible/
mostly-false,Bernie Sanders,"""We are imprisoning or giving jail sentences to young people who are smoking marijuana.""",10/13/2015,speech,Louis Jacobson,10/14/2015,https://www.politifact.com/factchecks/2015/oct/14/bernie-sanders/bernie-sanders-says-people-are-getting-prison-sent/
mostly-false,Joe Biden,"Says there was a ""28% increase in children to the border in my administration"" and ""31% … in 2019."" The increase in migration in January, February and March ""happens every year.""",3/25/2021,news,Miriam Valverde,3/26/2021,https://www.politifact.com/factchecks/2021/mar/26/joe-biden/fact-checking-joe-bidens-stats-children-arriving-b/
mostly-true,Ted Cruz,"""About 70 percent of Republicans nationwide ... don't think Donald Trump is the right guy"" to take on Hillary Clinton in November.",2/21/2016,news,Linda Qiu,2/21/2016,https://www.politifact.com/factchecks/2016/feb/21/ted-cruz/do-republicans-think-donald-trump-right-candidate-/
pants-fire,Donald Trump,"When Hillary Clinton ""ran the State Department, $6 billion was missing. How do you miss $6 billion? You ran the State Department, $6 billion was either stolen — they don't know.""",10/19/2016,speech,Lauren Carroll,10/20/2016,https://www.politifact.com/factchecks/2016/oct/20/donald-trump/trump-wrongly-says-6-billion-went-missing-state-de/
FALSE,Donald Trump,"Says Republican Dan Bishop was ""down by 17"" points in NC congressional race and then won ""by a lot.""",9/27/2019,speech,Paul Specht,10/10/2019,https://www.politifact.com/factchecks/2019/oct/10/donald-trump/trump-wrong-about-north-carolina-congressional-ele/
mostly-true,Barack Obama,"""Last year, American oil production reached its highest level since 2003.""",3/11/2011,news,Louis Jacobson,3/15/2011,https://www.politifact.com/factchecks/2011/mar/15/barack-obama/barack-obama-says-us-oil-production-last-year-was-/
mostly-true,Bernie Sanders,"The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more.""",3/8/2017,news,Jon Greenberg,3/9/2017,https://www.politifact.com/factchecks/2017/mar/09/bernie-sanders/sanders-gop-health-care-plan-gives-wealthiest-275-/
